œ– √(2), ÏŒÏ	¡œ– √(2), ŒÏ	œ– √(4), ÏŒÏ	¡œ– √(4), ŒÏ	œ– √(5), ÏŒÏ	¡œ– √(5), ŒÏ	œ– √(7), ÏŒÏ	¡œ– √(7), ŒÏ	œ– √(8), ÏŒÏ	¡œ– √(8), ŒÏ	œ– √(10), ÏŒÏ	¡œ– √(10), ŒÏ	œ– √(13), ÏŒÏ	¡œ– √(13), ŒÏ	œ– √(14), ÏŒÏ	¡œ– √(14), ŒÏ	› √(16), ÏÍ¬	“– √(32), ÏŒÏ	
46.400	63.918	2.400	8.692	-3.200	12.561	-50.800	94.870	-22.400	83.422	-34.800	73.246	-23.600	25.387	-30.800	108.756	-35.247	4.800	
44.800	63.918	2.800	8.692	-4.800	12.508	-49.200	94.870	-21.600	83.422	-33.600	73.246	-22.800	25.387	-30.000	108.809	-53.798	4.400	
42.800	63.918	2.800	8.692	-6.000	12.508	-47.600	94.870	-20.800	83.422	-32.400	73.246	-21.200	25.334	-28.800	108.756	-76.059	4.000	
41.200	63.918	3.200	8.692	-6.400	12.508	-46.400	94.870	-18.800	83.422	-31.200	73.246	-19.200	25.334	-27.600	108.756	-85.335	4.000	
39.600	63.918	3.600	8.692	-5.600	12.561	-44.800	94.870	-17.200	83.422	-30.000	73.246	-16.800	25.334	-26.000	108.809	-79.769	3.600	
38.000	63.918	4.000	8.745	-5.600	12.614	-43.600	94.870	-16.000	83.422	-28.800	73.246	-15.200	25.334	-24.800	108.756	-68.639	3.200	
36.400	63.918	3.600	8.745	-6.000	12.667	-42.000	94.870	-15.200	83.422	-27.600	73.246	-13.600	25.334	-24.000	108.756	-64.929	3.200	
34.800	63.918	3.200	8.745	-6.400	12.667	-40.800	94.870	-14.400	83.422	-26.400	73.246	-12.400	25.334	-22.800	108.809	-68.639	2.800	
33.200	63.918	3.200	8.745	-5.200	12.614	-39.200	94.870	-12.800	83.422	-24.800	73.246	-10.800	25.334	-22.000	108.809	-68.639	2.800	
31.600	63.918	3.200	8.745	-4.000	12.614	-38.000	94.870	-11.600	83.422	-23.600	73.246	-9.600	25.387	-21.200	108.756	-48.233	2.400	
30.000	63.918	2.800	8.692	-3.600	12.561	-36.400	94.870	-10.400	83.422	-22.400	73.246	-8.800	25.387	-20.400	108.809	-29.682	2.400	
28.800	63.918	2.000	8.692	-4.000	12.508	-35.200	94.870	-9.200	83.422	-21.600	73.246	-8.400	25.334	-19.600	108.756	-27.827	2.400	
27.600	63.918	1.200	8.692	-4.400	12.508	-33.600	94.870	-7.600	83.422	-20.400	73.246	-8.800	25.334	-18.800	108.809	-35.247	2.400	
26.000	63.918	0.800	8.692	-4.000	12.508	-32.400	94.870	-6.400	83.422	-19.600	73.246	-9.200	25.334	-17.600	108.756	-48.233	2.800	
24.800	63.918	0.400	8.745	-3.200	12.561	-30.800	94.870	-5.200	83.422	-18.800	73.246	-9.600	25.334	-16.800	108.756	-61.218	2.800	
23.600	63.918	0.000	8.745	-3.200	12.667	-29.200	94.817	-4.400	83.422	-17.600	73.246	-9.200	25.334	-16.000	108.756	-63.073	2.800	
22.400	63.971	-0.800	8.745	-4.400	12.667	-28.000	94.817	-3.600	83.369	-16.400	73.246	-8.800	25.281	-15.200	108.756	-61.218	2.800	
21.200	63.971	-1.600	8.745	-5.600	12.667	-26.400	94.817	-2.000	83.422	-15.600	73.246	-8.400	25.334	-14.000	108.756	-61.218	3.200	
20.000	63.918	-1.600	8.745	-5.200	12.667	-24.800	94.817	-0.800	83.422	-14.400	73.246	-7.200	25.334	-13.200	108.756	-63.073	3.200	
19.200	63.971	-2.000	8.692	-4.400	12.614	-23.200	94.817	0.400	83.422	-13.200	73.246	-6.000	25.334	-12.000	108.756	-68.639	3.200	
18.000	63.918	-2.000	8.692	-4.400	12.561	-21.600	94.817	1.200	83.422	-12.400	73.246	-4.800	25.334	-10.800	108.756	-79.769	3.200	
16.800	63.918	-2.800	8.692	-6.000	12.508	-20.400	94.817	1.600	83.369	-11.600	73.246	-3.600	25.334	-10.000	108.756	-87.190	3.200	
15.600	63.918	-2.800	8.692	-7.200	12.508	-18.800	94.817	2.400	83.369	-10.400	73.246	-2.400	25.334	-8.800	108.756	-76.059	2.800	
14.400	63.971	-2.800	8.692	-7.600	12.508	-17.600	94.817	3.600	83.369	-9.600	73.246	-2.000	25.334	-7.600	108.756	-50.088	2.800	
13.200	63.971	-2.800	8.745	-6.800	12.561	-16.400	94.817	4.400	83.422	-8.800	73.246	-1.600	25.334	-6.800	108.756	-40.812	2.400	
12.000	63.971	-2.400	8.745	-7.200	12.667	-15.200	94.817	4.800	83.422	-8.400	73.246	-2.000	25.334	-5.600	108.756	-50.088	2.400	
10.800	63.971	-2.400	8.745	-8.400	12.667	-14.400	94.817	5.200	83.369	-7.600	73.246	-2.800	25.334	-4.400	108.756	-57.508	2.400	
10.000	63.971	-2.400	8.745	-9.200	12.667	-13.200	94.817	6.000	83.369	-7.200	73.246	-3.600	25.334	-3.600	108.756	-64.929	2.400	
8.400	63.971	-1.600	8.745	-8.800	12.667	-12.800	94.817	7.200	83.369	-6.800	73.246	-4.400	25.334	-2.800	108.756	-66.784	2.400	
7.200	63.971	-1.200	8.745	-8.000	12.614	-12.000	94.817	8.400	83.422	-6.000	73.246	-4.800	25.334	-2.000	108.756	-61.218	2.400	
6.000	63.971	-0.800	8.692	-8.000	12.561	-11.200	94.817	8.800	83.422	-5.600	73.246	-4.400	25.334	-1.600	108.756	-55.653	2.400	
4.800	63.971	-1.200	8.692	-8.000	12.508	-10.800	94.817	9.600	83.369	-4.800	73.246	-3.600	25.334	-1.200	108.756	-53.798	2.400	
3.200	63.971	-1.200	8.692	-7.600	12.508	-10.000	94.817	10.800	83.369	-4.400	73.246	-2.400	25.334	-0.800	108.756	-59.363	2.400	
1.600	63.971	-1.200	8.692	-6.400	12.508	-9.600	94.817	12.000	83.369	-3.600	73.246	-0.800	25.334	0.000	108.756	-79.769	2.800	
0.000	63.971	-1.200	8.745	-4.800	12.561	-8.800	94.817	13.200	83.369	-2.800	73.246	0.800	25.281	0.400	108.756	-103.886	2.800	
-1.600	63.971	-1.200	8.745	-3.600	12.614	-8.400	94.817	14.000	83.422	-2.400	73.246	2.000	25.281	0.400	108.756	-103.886	2.800	
-3.600	63.971	-1.600	8.745	-3.600	12.667	-7.600	94.817	14.400	83.369	-1.600	73.246	4.000	25.281	0.800	108.756	-81.624	2.800	
-5.200	63.971	-1.600	8.745	-3.200	12.667	-7.200	94.817	14.800	83.369	-1.200	73.246	6.400	25.334	1.600	108.756	-70.494	3.200	
-6.800	63.971	-1.600	8.745	-1.600	12.614	-6.800	94.817	15.600	83.369	-0.800	73.246	9.200	25.334	2.400	108.756	-74.204	3.200	
-8.800	63.971	-1.600	8.692	0.400	12.561	-6.400	94.817	16.400	83.369	0.000	73.246	11.600	25.334	4.000	108.756	-81.624	3.200	
-10.800	63.971	-1.200	8.692	1.600	12.561	-6.400	94.817	16.000	83.369	0.000	73.246	13.600	25.334	4.800	108.756	-89.045	3.200	
-12.400	63.971	-1.200	8.692	1.200	12.508	-6.000	94.817	15.600	83.369	0.400	73.246	14.800	25.334	5.200	108.756	-90.900	3.200	
-14.000	63.971	-0.800	8.692	0.800	12.508	-5.600	94.817	15.200	83.369	0.800	73.246	16.800	25.281	6.000	108.756	-77.914	3.600	
-15.600	63.971	0.000	8.692	1.200	12.508	-5.200	94.817	15.200	83.369	0.800	73.246	19.200	25.281	6.400	108.756	-55.653	3.600	
-16.800	63.971	0.400	8.692	1.600	12.561	-5.200	94.817	15.200	83.422	1.200	73.246	20.800	25.281	6.800	108.756	-53.798	3.600	
-18.000	63.971	0.800	8.745	1.600	12.614	-4.800	94.817	14.000	83.369	1.200	73.246	21.600	25.281	7.200	108.756	-70.494	4.000	
-19.600	63.971	0.800	8.745	0.400	12.667	-4.800	94.817	12.800	83.369	1.600	73.246	21.600	25.281	6.800	108.756	-70.494	4.000	
-20.800	63.971	0.800	8.745	-0.800	12.667	-4.400	94.817	12.000	83.369	1.600	73.246	20.800	25.334	6.800	108.756	-64.929	4.400	
-22.000	63.971	0.800	8.745	-0.400	12.614	-4.400	94.817	11.600	83.422	1.200	73.246	19.600	25.334	6.400	108.756	-70.494	4.400	
-23.200	63.971	1.200	8.692	0.400	12.561	-4.400	94.817	10.800	83.422	1.200	73.246	18.000	25.334	6.000	108.756	-70.494	4.800	
-24.400	63.971	1.600	8.692	0.400	12.561	-4.000	94.817	9.600	83.369	1.200	73.246	15.600	25.334	5.200	108.756	-66.784	4.800	
-25.200	63.971	1.600	8.692	0.000	12.508	-4.000	94.817	8.400	83.422	0.800	73.246	13.600	25.334	4.800	108.756	-68.639	5.200	
-26.400	63.971	1.600	8.692	-0.400	12.508	-4.000	94.817	7.200	83.369	0.400	73.246	12.000	25.334	4.000	108.756	-66.784	5.200	
-27.200	63.971	2.000	8.692	0.000	12.508	-4.400	94.817	7.200	83.422	0.400	73.246	10.400	25.281	4.000	108.756	-57.508	5.200	
-28.400	63.971	2.400	8.745	0.800	12.561	-4.800	94.817	6.800	83.422	0.000	73.246	9.600	25.281	4.000	108.756	-53.798	4.800	
-29.200	63.971	2.400	8.745	1.200	12.614	-4.800	94.817	6.000	83.369	0.000	73.246	8.800	25.281	4.000	108.756	-50.088	4.800	
-30.400	63.971	2.400	8.745	0.000	12.667	-4.800	94.817	5.600	83.422	0.000	73.246	9.200	25.281	4.000	108.756	-50.088	4.800	
-31.200	64.024	2.400	8.745	-1.200	12.667	-5.200	94.817	5.600	83.369	0.000	73.246	9.600	25.334	4.400	108.756	-59.363	4.800	
-32.000	63.971	2.400	8.745	-0.800	12.614	-5.200	94.817	6.000	83.422	0.000	73.246	10.000	25.334	5.200	108.756	-64.929	4.400	
-32.400	63.971	2.800	8.745	-0.400	12.614	-5.600	94.817	6.000	83.369	0.000	73.246	10.400	25.334	5.600	108.756	-57.508	4.400	
-33.200	63.971	2.800	8.692	-0.800	12.561	-6.000	94.817	6.400	83.369	0.000	73.246	11.200	25.334	5.600	108.756	-66.784	4.400	
-33.600	63.971	2.400	8.692	-1.600	12.508	-6.400	94.817	6.400	83.369	0.000	73.246	11.600	25.334	6.000	108.756	-92.755	4.400	
-34.000	64.024	2.400	8.692	-2.000	12.508	-6.400	94.817	6.800	83.369	0.000	73.246	12.400	25.281	6.400	108.756	-96.465	4.400	
-34.400	64.024	2.400	8.692	-1.600	12.508	-6.800	94.817	7.600	83.369	0.000	73.246	13.200	25.281	6.800	108.756	-81.624	4.400	
-34.800	63.971	2.400	8.692	-0.400	12.561	-7.200	94.817	8.000	83.422	0.400	73.246	13.600	25.281	6.400	108.756	-79.769	4.400	
-35.200	63.971	2.400	8.745	0.000	12.614	-7.600	94.817	8.400	83.422	0.400	73.246	14.000	25.281	5.600	108.756	-85.335	4.400	
-35.600	63.971	2.400	8.745	-0.800	12.667	-8.000	94.817	8.800	83.369	0.400	73.246	14.000	25.281	4.400	108.756	-85.335	4.400	
-36.000	63.971	2.400	8.745	-0.800	12.667	-8.400	94.817	9.200	83.369	0.400	73.246	13.600	25.334	3.600	108.756	-90.900	4.800	
-36.000	63.971	3.200	8.745	0.000	12.614	-8.800	94.817	10.000	83.369	0.000	73.246	13.200	25.334	3.200	108.756	-89.045	4.800	
-36.400	64.024	3.600	8.692	1.200	12.561	-9.200	94.817	10.400	83.422	-0.400	73.246	13.200	25.334	2.400	108.756	-66.784	4.400	
-36.800	64.024	3.600	8.692	1.200	12.561	-9.200	94.817	10.400	83.369	-0.400	73.246	13.200	25.334	1.600	108.756	-61.218	4.400	
-37.200	63.971	3.600	8.692	0.000	12.508	-9.600	94.817	10.800	83.369	-0.400	73.246	12.800	25.334	0.800	108.756	-76.059	4.400	
-37.200	64.024	3.200	8.692	-0.800	12.508	-10.000	94.817	11.200	83.369	-0.400	73.246	12.400	25.334	-0.400	108.756	-74.204	4.400	
-37.600	63.971	3.200	8.692	-0.800	12.508	-10.400	94.817	11.600	83.369	-0.400	73.246	12.000	25.334	-0.800	108.756	-70.494	4.000	
-38.000	64.024	3.200	8.745	0.000	12.561	-10.800	94.817	11.600	83.422	-0.800	73.246	11.200	25.334	-0.800	108.756	-76.059	3.600	
-38.000	64.024	2.800	8.745	0.000	12.614	-11.200	94.817	10.800	83.422	-0.800	73.246	10.000	25.334	-1.200	108.756	-70.494	3.600	
-38.400	63.971	2.400	8.745	-1.200	12.667	-11.600	94.817	9.600	83.422	-0.400	73.246	9.200	25.334	-1.600	108.756	-57.508	3.200	
-38.800	64.024	2.000	8.745	-1.600	12.667	-12.000	94.817	8.400	83.422	-0.400	73.246	9.200	25.334	-2.000	108.756	-55.653	2.800	
-38.800	63.971	1.600	8.745	-0.400	12.614	-12.400	94.870	8.000	83.422	0.000	73.246	10.400	25.334	-2.000	108.756	-63.073	2.400	
-39.200	64.024	1.600	8.745	0.800	12.561	-12.800	94.870	7.200	83.422	0.000	73.246	12.000	25.334	-2.400	108.756	-63.073	2.400	
-39.600	64.024	1.200	8.692	1.600	12.561	-13.200	94.870	5.600	83.422	0.400	73.246	13.600	25.281	-2.400	108.756	-61.218	2.400	
-39.600	64.024	0.400	8.692	2.000	12.508	-13.200	94.817	4.400	83.369	1.200	73.246	15.600	25.334	-3.200	108.756	-68.639	2.000	
-40.000	64.024	-0.400	8.692	2.000	12.508	-13.600	94.870	3.600	83.369	1.200	73.246	17.200	25.334	-4.400	108.756	-72.349	2.000	
-40.400	64.024	-0.400	8.692	3.200	12.508	-13.600	94.870	2.800	83.422	1.600	73.246	18.400	25.281	-5.200	108.756	-61.218	2.000	
-40.800	64.024	-0.800	8.745	4.400	12.561	-14.000	94.870	2.000	83.422	1.600	73.246	20.000	25.281	-6.800	108.809	-55.653	2.000	
-41.600	64.024	-1.200	8.745	4.800	12.614	-14.400	94.817	1.200	83.422	2.000	73.246	21.600	25.281	-8.000	108.809	-63.073	2.000	
-42.000	63.971	-1.600	8.745	4.000	12.667	-14.400	94.870	0.800	83.422	2.000	73.246	23.200	25.281	-8.800	108.756	-68.639	2.400	
-42.400	64.024	-2.000	8.745	3.600	12.667	-14.800	94.870	0.400	83.422	2.000	73.246	24.400	25.281	-10.000	108.756	-68.639	2.400	
-42.800	64.024	-2.000	8.745	4.400	12.614	-14.800	94.870	0.800	83.422	2.000	73.246	24.400	25.334	-10.400	108.756	-57.508	2.000	
-43.600	64.024	-1.600	8.745	5.200	12.561	-14.800	94.870	0.800	83.369	2.000	73.246	24.000	25.334	-10.400	108.756	-33.392	1.600	
-44.000	64.024	-2.000	8.692	4.800	12.508	-14.800	94.817	0.400	83.422	2.000	73.246	22.800	25.334	-10.400	108.756	-25.971	1.600	
-44.400	64.024	-2.000	8.692	4.000	12.508	-15.200	94.870	-0.400	83.422	2.000	73.246	21.600	25.334	-10.000	108.756	-44.522	1.200	
-44.800	63.971	-2.400	8.692	3.200	12.508	-15.200	94.870	-1.200	83.422	2.000	73.246	20.000	25.334	-9.200	108.756	-51.943	0.800	
-45.200	64.024	-2.000	8.692	3.200	12.508	-14.800	94.870	-1.600	83.422	2.000	73.246	18.800	25.334	-8.400	108.756	-42.667	0.400	
-45.600	64.024	-1.600	8.745	3.600	12.561	-14.800	94.870	-2.000	83.422	2.000	73.246	17.200	25.281	-7.200	108.756	-44.522	0.000	
-46.000	64.024	-1.600	8.745	3.200	12.667	-14.400	94.817	-2.800	83.422	2.400	73.246	16.000	25.281	-6.000	108.756	-48.233	-0.400	
-46.400	64.024	-2.000	8.745	1.200	12.667	-14.000	94.817	-3.600	83.422	2.400	73.246	14.400	25.281	-5.200	108.756	-44.522	-0.400	
-46.400	64.024	-2.400	8.745	0.000	12.667	-13.600	94.817	-4.000	83.422	2.400	73.246	13.600	25.281	-4.000	108.756	-44.522	-0.800	
-46.800	64.024	-2.000	8.745	0.000	12.614	-13.200	94.870	-3.600	83.422	2.800	73.246	14.000	25.334	-2.800	108.756	-48.233	-0.800	
-47.200	64.024	-1.600	8.745	0.400	12.614	-12.800	94.817	-3.200	83.422	3.600	73.246	15.200	25.334	-1.600	108.756	-40.812	-0.800	
-47.600	64.024	-1.600	8.692	-0.800	12.561	-12.400	94.817	-3.200	83.422	4.000	73.246	16.000	25.334	-0.400	108.756	-27.827	-0.800	
-47.600	64.024	-1.600	8.692	-2.000	12.508	-12.400	94.870	-3.200	83.422	4.400	73.246	16.800	25.281	0.400	108.756	-24.116	-0.800	
-48.000	64.024	-1.600	8.692	-3.600	12.508	-12.000	94.817	-2.800	83.422	4.800	73.246	18.000	25.281	1.200	108.756	-16.696	-0.800	
-48.400	64.024	-1.200	8.692	-3.600	12.508	-11.600	94.817	-2.000	83.422	5.200	73.246	19.600	25.281	2.400	108.756	-12.986	-0.800	
-48.800	64.024	-0.800	8.745	-2.800	12.614	-11.600	94.870	-1.200	83.369	5.600	73.246	20.800	25.281	3.600	108.756	-14.841	-0.800	
-48.800	64.024	-0.800	8.745	-3.200	12.614	-11.600	94.870	-0.800	83.422	6.000	73.246	22.000	25.281	4.400	108.756	-22.261	-0.800	
-49.200	64.024	-0.800	8.745	-4.000	12.667	-11.600	94.870	-1.200	83.422	6.400	73.246	22.000	25.281	5.200	108.756	-31.537	-0.800	
-49.600	64.024	-0.800	8.745	-4.800	12.667	-12.000	94.870	-1.200	83.422	6.800	73.246	21.600	25.281	6.000	108.756	-35.247	-1.200	
-50.000	64.024	-0.400	8.745	-4.000	12.614	-12.000	94.870	-1.200	83.422	6.800	73.246	20.400	25.334	7.200	108.756	-22.261	-1.200	
-50.000	64.024	0.400	8.692	-2.800	12.561	-12.000	94.870	-1.200	83.422	6.800	73.246	19.200	25.334	8.000	108.756	-3.710	-1.600	
-50.400	64.024	0.800	8.692	-2.000	12.508	-12.000	94.817	-1.200	83.422	6.800	73.246	17.600	25.334	8.400	108.756	0.000	-2.000	
-50.400	64.024	0.800	8.692	-2.000	12.508	-11.600	94.870	-1.200	83.369	7.200	73.246	16.800	25.334	8.400	108.756	-3.710	-2.400	
-50.800	64.024	1.200	8.692	-1.600	12.508	-11.600	94.817	-0.800	83.422	7.200	73.246	16.400	25.281	8.800	108.756	3.710	-2.800	
-51.200	64.024	2.000	8.692	-0.800	12.508	-11.600	94.817	0.000	83.422	7.600	73.193	16.000	25.281	8.800	108.756	11.131	-3.200	
-51.600	64.024	2.400	8.692	0.800	12.561	-11.200	94.817	0.000	83.422	8.000	73.246	16.000	25.281	9.200	108.756	14.841	-3.600	
-51.600	64.024	2.800	8.745	1.600	12.614	-10.800	94.817	0.400	83.422	8.400	73.246	16.000	25.281	8.800	108.756	37.102	-4.000	
-51.600	64.024	2.400	8.745	0.800	12.667	-10.400	94.817	1.200	83.369	8.800	73.246	16.800	25.281	8.400	108.756	59.363	-4.400	
-51.600	64.024	2.400	8.745	0.400	12.667	-10.000	94.817	2.800	83.369	9.200	73.193	17.200	25.281	8.000	108.756	55.653	-4.800	
-52.000	64.024	2.800	8.745	0.800	12.614	-9.600	94.870	4.400	83.369	9.600	73.193	18.000	25.334	7.200	108.756	40.812	-5.200	
-52.000	64.024	2.800	8.692	1.600	12.561	-8.800	94.817	6.000	83.369	10.000	73.193	18.800	25.334	6.800	108.756	37.102	-5.200	
-52.000	64.024	3.200	8.692	1.200	12.561	-8.400	94.870	7.200	83.369	10.800	73.246	19.600	25.334	5.600	108.756	35.247	-5.600	
-52.000	64.024	2.800	8.692	0.000	12.508	-7.600	94.817	8.400	83.369	11.200	73.193	20.400	25.334	4.800	108.756	37.102	-5.600	
-52.000	64.024	2.800	8.692	-1.200	12.508	-7.200	94.870	10.000	83.369	11.600	73.193	20.800	25.281	4.000	108.756	44.522	-5.600	
-52.000	64.024	2.800	8.692	-1.600	12.508	-6.400	94.817	11.600	83.369	12.000	73.246	21.200	25.281	4.000	108.756	44.522	-5.600	
-52.000	64.024	3.200	8.745	-1.200	12.561	-6.000	94.817	13.600	83.369	12.400	73.246	21.600	25.281	4.000	108.756	25.971	-5.600	
-52.000	64.024	3.600	8.745	-1.600	12.667	-5.600	94.817	15.200	83.369	12.800	73.246	21.600	25.281	4.000	108.756	5.565	-5.200	
-52.000	64.024	3.200	8.745	-2.800	12.667	-5.200	94.817	16.400	83.369	13.600	73.246	21.600	25.281	4.000	108.756	-5.565	-5.200	
-52.000	64.024	3.200	8.745	-3.200	12.667	-4.800	94.817	18.400	83.369	14.000	73.246	21.600	25.281	4.400	108.756	-33.392	-5.200	
-52.000	64.024	3.200	8.692	-2.800	12.614	-4.400	94.817	20.000	83.369	14.400	73.246	22.000	25.334	4.800	108.756	-64.929	-5.200	
-52.000	64.024	3.600	8.692	-1.600	12.561	-4.400	94.870	21.200	83.369	15.200	73.246	22.000	25.334	5.200	108.756	-74.204	-5.200	
-52.000	64.024	3.600	8.692	-0.800	12.508	-4.000	94.870	22.000	83.369	15.600	73.193	22.000	25.334	5.600	108.756	-70.494	-5.200	
-52.400	64.024	3.200	8.692	-0.800	12.508	-3.600	94.817	23.200	83.369	16.400	73.246	21.600	25.334	6.000	108.756	-66.784	-5.200	
-52.400	64.024	3.200	8.692	-0.800	12.508	-3.200	94.817	24.800	83.369	17.200	73.193	20.800	25.281	6.000	108.756	-64.929	-5.600	
-52.800	64.024	3.200	8.692	-0.400	12.508	-2.800	94.817	26.400	83.369	17.600	73.193	20.400	25.281	6.000	108.756	-76.059	-5.600	
-53.200	64.024	3.200	8.692	0.800	12.561	-2.400	94.817	27.200	83.369	18.400	73.193	20.000	25.281	5.600	108.756	-92.755	-5.600	
-53.600	64.024	3.200	8.745	1.200	12.614	-2.000	94.817	28.000	83.369	19.200	73.193	19.600	25.281	5.200	108.756	-96.465	-5.600	
-54.000	64.024	2.400	8.745	0.400	12.667	-1.200	94.817	28.400	83.369	19.600	73.193	18.800	25.281	4.400	108.756	-98.320	-5.600	
-54.400	64.024	2.000	8.745	-0.400	12.667	-0.800	94.817	29.200	83.369	20.400	73.193	18.800	25.281	3.600	108.756	-102.031	-5.200	
-54.800	64.024	2.000	8.745	0.000	12.614	0.000	94.817	30.400	83.369	21.200	73.193	18.800	25.281	2.800	108.756	-94.610	-5.200	
-55.200	64.024	2.000	8.692	0.400	12.561	0.800	94.817	31.200	83.369	22.000	73.193	19.200	25.334	2.400	108.756	-81.624	-5.200	
-55.600	64.024	1.600	8.692	0.000	12.561	1.600	94.817	31.600	83.369	22.800	73.193	19.200	25.334	2.000	108.756	-85.335	-4.800	
-56.000	64.024	1.200	8.692	-1.200	12.508	2.400	94.817	31.200	83.369	23.600	73.193	19.200	25.334	1.600	108.756	-83.480	-4.800	
-56.800	64.024	0.800	8.692	-2.800	12.508	2.800	94.817	31.200	83.369	24.400	73.193	18.800	25.281	1.200	108.756	-57.508	-4.800	
-57.200	64.024	0.800	8.692	-2.800	12.508	3.600	94.817	31.600	83.369	25.200	73.193	19.200	25.281	1.200	108.756	-37.102	-4.400	
-58.000	64.024	0.400	8.745	-2.400	12.561	4.000	94.817	32.000	83.369	25.600	73.193	19.600	25.281	1.600	108.756	-46.378	-4.400	
-58.400	64.024	0.400	8.745	-2.800	12.667	4.400	94.817	31.600	83.369	26.400	73.193	20.000	25.281	2.000	108.756	-53.798	-4.400	
-59.200	64.024	0.400	8.745	-3.600	12.667	5.200	94.817	31.200	83.369	27.200	73.193	20.000	25.281	2.000	108.756	-35.247	-4.400	
-59.600	64.024	0.000	8.745	-4.400	12.667	5.200	94.817	31.600	83.369	28.000	73.193	20.400	25.334	2.400	108.756	-24.116	-4.400	
-60.400	64.024	0.000	8.745	-3.600	12.614	5.200	94.817	32.000	83.369	28.400	73.193	20.000	25.281	2.800	108.756	-31.537	-4.400	
-60.800	64.024	0.400	8.692	-2.800	12.561	5.600	94.817	32.000	83.369	28.800	73.193	19.600	25.334	3.200	108.756	-33.392	-4.000	
-61.200	64.024	0.400	8.692	-2.800	12.561	5.600	94.817	31.600	83.369	29.200	73.193	18.800	25.334	3.200	108.756	-46.378	-4.000	
-62.000	64.024	0.400	8.692	-3.600	12.508	6.000	94.817	31.600	83.369	29.600	73.193	17.600	25.334	3.200	108.756	-72.349	-3.600	
-62.400	64.024	0.000	8.692	-3.600	12.508	6.000	94.817	32.400	83.369	30.000	73.193	16.400	25.334	3.200	108.756	-74.204	-3.600	
-62.800	64.077	0.400	8.692	-2.800	12.508	6.000	94.817	33.200	83.369	30.000	73.193	15.200	25.281	3.200	108.756	-61.218	-3.200	
-62.800	64.024	0.400	8.745	-2.000	12.561	6.000	94.817	33.600	83.369	30.400	73.193	14.400	25.281	3.600	108.756	-70.494	-3.200	
-62.800	64.024	0.400	8.745	-1.600	12.667	6.000	94.817	33.600	83.369	30.400	73.193	14.000	25.281	3.600	108.756	-77.914	-3.200	
-63.200	64.024	0.000	8.745	-2.800	12.667	6.000	94.817	33.200	83.369	30.800	73.193	13.600	25.281	3.600	108.756	-79.769	-3.200	
-63.200	64.024	-0.400	8.692	-3.600	12.667	6.400	94.817	33.200	83.369	31.200	73.193	13.200	25.281	3.600	108.756	-90.900	-3.200	
-63.200	64.024	0.000	8.745	-2.800	12.614	6.400	94.817	33.600	83.369	31.600	73.193	13.200	25.334	4.000	108.756	-109.451	-3.200	
-62.800	64.024	0.000	8.692	-2.000	12.561	6.400	94.817	33.200	83.369	31.600	73.193	13.200	25.334	4.800	108.756	-124.292	-3.200	
-62.800	64.024	-0.400	8.692	-1.600	12.508	6.000	94.817	32.400	83.369	32.000	73.193	13.200	25.334	5.600	108.756	-140.988	-3.200	
-62.400	64.024	-1.200	8.692	-1.600	12.508	6.000	94.817	31.200	83.369	32.400	73.193	13.200	25.334	6.000	108.756	-155.828	-3.600	
-61.600	64.024	-2.000	8.692	-1.600	12.508	5.600	94.817	29.600	83.369	32.800	73.193	13.200	25.334	6.400	108.756	-148.408	-3.600	
-61.200	64.024	-2.400	8.692	-0.800	12.508	5.200	94.817	28.400	83.369	32.800	73.193	13.200	25.281	6.800	108.756	-115.016	-4.000	
-60.800	64.024	-2.400	8.745	0.400	12.561	5.200	94.817	26.800	83.369	32.800	73.193	12.800	25.281	7.600	108.756	-77.914	-4.000	
-60.000	64.024	-2.800	8.745	0.800	12.667	4.800	94.817	24.800	83.369	33.200	73.193	11.600	25.281	8.000	108.756	-20.406	-4.400	
-59.600	64.024	-3.200	8.745	0.400	12.667	4.400	94.817	22.400	83.369	33.200	73.193	10.400	25.281	8.400	108.756	77.914	-4.400	
-59.200	64.024	-4.000	8.745	0.400	12.667	4.000	94.817	20.400	83.369	33.200	73.193	9.600	25.281	8.400	108.756	196.641	-4.400	
-58.400	64.024	-4.000	8.745	1.600	12.614	4.000	94.817	19.200	83.369	32.800	73.193	9.200	25.334	8.800	108.756	328.353	-4.400	
-58.000	64.024	-3.600	8.692	2.400	12.561	3.600	94.817	18.000	83.369	32.800	73.193	9.200	25.334	9.200	108.756	478.616	-4.000	
-57.200	64.024	-3.200	8.692	2.000	12.561	3.600	94.817	16.800	83.369	33.200	73.193	9.600	25.334	9.200	108.756	632.589	-4.000	
-56.800	64.024	-2.800	8.692	1.200	12.508	3.200	94.817	16.000	83.369	33.200	73.193	10.400	25.334	9.200	108.756	788.418	-4.000	
-56.400	64.024	-2.000	8.692	0.800	12.508	3.200	94.817	16.000	83.369	33.600	73.193	11.600	25.334	9.600	108.756	953.521	-4.000	
-56.000	64.024	-1.200	8.692	0.800	12.508	3.200	94.870	16.800	83.369	33.600	73.193	12.400	25.281	10.400	108.756	1113.060	-4.000	
-55.200	64.024	-0.400	8.745	1.600	12.561	2.800	94.817	17.200	83.369	34.000	73.193	13.200	25.281	10.800	108.756	1257.758	-4.000	
